freq_ghz,s11_re,s11_im,s12_re,s12_im,s21_re,s21_im,s22_re,s22_im,sdd_re,sdd_im,sdc_re,sdc_im,scd_re,scd_im,scc_re,scc_im,zdd_re,zdd_im,zb1_re,zb1_im,zb2_re,zb2_im,zavg_re,zavg_im,zdd_minus_2zavg_re,zdd_minus_2zavg_im,sdd_db,sdc_db,scd_db,scc_db,branch_mag_imbalance_db,branch_phase_error_deg
1.0,0.09884906328739596,-0.19553076188983012,0.28696295367511493,-0.7288236908678885,0.286961524323681,-0.7288237739594458,0.0984754023392458,-0.1921291049012141,-0.1883000061860771,0.5349937990181449,0.00018754514979204412,-0.001700786948529348,0.00018611579835810937,-0.0017008700400866494,0.38562447181271886,-0.9226536658091892,39.94197847598621,63.004367850907556,19.919174365862276,31.395584854149156,20.022494101134313,31.608757660096398,19.970834233498294,31.502171257122775,0.00031000898962219026,2.533666200577045e-05,-4.925823429640982,-55.33451261796736,-55.33488560627259,-1.7283686747649508e-05,-0.05480928058239401,-0.04128482027579139
1.0008,0.10060218905663905,-0.1958506830929377,0.2842775132212372,-0.7288954640198906,0.28427302823855816,-0.7288964629660611,0.10024216436316181,-0.19244742656666067,-0.18385309401999725,0.5347469086631766,0.00018225483807812054,-0.0017011287900532551,0.0001777698553991,-0.0017021277362238157,0.3846974474397981,-0.9230450183227751,40.31164082008978,63.37882340047641,20.103526326543204,31.582696726433056,20.207802585407684,31.796102770020934,20.155664455975444,31.689399748226997,0.00031190813889026003,2.3904022420140336e-05,-4.951810034785097,-55.33568970654443,-55.33304211651572,1.8378943939936695e-05,-0.05458895633972893,-0.040495802437163775
1.0016,0.10234909994834931,-0.1961847199491164,0.2815974425846743,-0.7289522303983818,0.28158999274832336,-0.7289540629699256,0.10200272563513069,-0.1927799426738927,-0.17941780487475883,0.5344708153726491,0.00017691207478479076,-0.0017014723518399555,0.00016946223843385122,-0.0017033049233838027,0.3837696304582388,-0.9234354779956583,40.68444768217435,63.75326127192649,20.28945082410526,31.76980137021047,20.394683044158455,31.983437458890965,20.342066934131857,31.876619414550717,0.00031381391063689534,2.244282505614592e-05,-4.977780558761225,-55.336802553603384,-55.331375508524204,5.303260497494078e-05,-0.05436987365519847,-0.03972313690695728
1.0024,0.10408969862289406,-0.19653277564535085,0.2789228434583705,-0.7289940824845611,0.2789125195308298,-0.7289966693551452,0.10375698773382189,-0.19312655614985205,-0.17499433831624217,0.5341657100222517,0.00017151740830644024,-0.0017018163124573743,0.00016119348076575057,-0.0017044031830414502,0.38284102467295816,-0.9238250418174546,41.060425081893136,64.12766399188403,20.476960828791057,31.956890006027713,20.583148526987614,32.170753033126196,20.530054677889336,32.063821519576955,0.0003157261144650647,2.0952730125145536e-05,-5.003733597030038,-55.33785500577522,-55.329881009568226,8.667589555504435e-05,-0.054152047416625895,-0.03896654347173012
1.0032,0.1058238891964712,-0.1968947528393275,0.27625381609525096,-0.7290211134135243,0.276240708768677,-0.7290243781281514,0.10550485370719759,-0.19348716937740187,-0.1705828909801296,0.5338317846624732,0.00016607140792376796,-0.0017021593736492452,0.00015296408134983508,-0.0017054240882763277,0.38191163388379834,-0.9242137068792025,41.43959918960071,64.50201368833359,20.666069385254445,32.14395365608611,20.77321215979023,32.35804059885032,20.71964077252234,32.25099712746822,0.0003176445560342245,1.9433397156376486e-05,-5.029667739652288,-55.338850804987636,-55.328553894421546,0.00011930808516821855,-0.05393549187537443,-0.038225745072963946
1.004,0.10755157723868897,-0.19727055368123053,0.2735904593078751,-0.729033416951482,0.2735746591500214,-0.7290372858940772,0.10724622807022383,-0.1938616842174881,-0.16618365657449186,0.5334692324734204,0.0001605746631594407,-0.0017025002605736,0.00014477450530570035,-0.0017063692031687866,0.38098146188340465,-0.9246014703721389,41.82199632451868,64.87629208363586,20.85678961165749,32.33098314076787,20.964887143824253,32.54529105838321,20.910838377740873,32.43813709957554,0.0003195690369324211,1.7884484776686804e-05,-5.055581571414464,-55.33979358934787,-55.32738948530009,0.00015092909860699833,-0.053720220659788515,-0.03750046777687999
1.0048,0.10927266976983653,-0.19766007983533554,0.2709328704684429,-0.7290310874731244,0.27091446786974327,-0.7290354898333274,0.10898101680226506,-0.19425000203109977,-0.16179682588304228,0.5330782477200083,0.0001550277831355376,-0.0017028377220163482,0.00013662518443591926,-0.0017072400822193967,0.3800505124551438,-0.9249883295864435,42.20764295278982,65.25048048745259,21.049134698711445,32.51796907511486,21.158186754723708,32.732495106687125,21.103660726717578,32.625232090900994,0.00032149935466208035,1.6305650603953836e-05,-5.081473671957568,-55.34068689412874,-55.32638315178613,0.00018153950092445633,-0.053506246788602885,-0.03679044074522153
1.0056,0.11098707525784625,-0.19806323250139451,0.26828114550916976,-0.7290142199391593,0.2682602306309906,-0.7290190876783297,0.11070912734416175,-0.19465202370102064,-0.15742258676907617,0.5326590257075368,0.0001494313959318344,-0.0017031705306017608,0.00012851651775265538,-0.0017080382697721719,0.3791187893710842,-0.9253742819099522,42.59656568541393,65.62455978957634,21.243117908659315,32.704901865260794,21.353124341452048,32.91964322776445,21.29812112505568,32.812272546512624,0.0003234353025689529,1.4696551090764842e-05,-5.107342615908857,-55.34153415274531,-55.325530310834864,0.00021114048242441483,-0.05329358268352856,-0.03609539620600799
1.0064,0.11269470361494847,-0.19847991243581223,0.26563537892300176,-0.7289829098739851,0.26561204164708485,-0.7289881776904893,0.11243046859499392,-0.1950676496533671,-0.15306112418007212,0.5322117627376475,0.00014378614793573996,-0.0017034974829704397,0.00012044887201882737,-0.0017087652994746683,0.37818629639001455,-0.9257593248268268,42.98879127606423,65.9985104526646,21.43875257419861,32.89177170481343,21.54971332519584,33.10672569100945,21.494232949697224,32.99924869791144,0.0003253766697781657,1.3056841723368962e-05,-5.133186973016849,-55.342338697871575,-55.32482642669281,0.0002397338434794962,-0.053082240182348174,-0.03541506942741535
1.0072,0.11439546619404845,-0.19891001997261254,0.26299566376468747,-0.7289372533435664,0.26296999364375095,-0.7289428586373411,0.11414495090855588,-0.19549677987891953,-0.14871262015291706,0.5317366560646877,0.00013809270321454153,-0.0017038173999591316,0.00011242258227802532,-0.0017094226937338225,0.3772530372555214,-0.9261434559162198,43.384346618780896,66.3723125048815,21.636052097342628,33.078568571193074,21.747967198197028,33.293732547511866,21.69200964776983,33.18615055935247,0.0003273232412368543,1.1386176566929862e-05,-5.159005308289483,-55.3431037625067,-55.324267010945015,0.0002673219795761953,-0.05287223055092451,-0.0347491986879902
